time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
1.97,-0.092,-0.153,-0.062,0.123,-0.015,-0.107,0.064,-0.03,-0.058,-0.24,-0.15,-0.149
1.98,-0.08,-0.123,-0.044,0.102,-0.018,-0.083,0.083,0.0,-0.048,-0.287,-0.166,-0.157
1.99,-0.087,-0.097,-0.01,0.092,-0.038,-0.053,0.078,0.001,0.004,-0.216,-0.14,-0.13
2.0,-0.075,-0.101,-0.026,0.088,-0.024,-0.063,0.075,0.033,0.032,-0.203,-0.137,-0.109
2.01,-0.074,-0.081,-0.008,0.078,-0.033,-0.044,0.073,0.049,0.063,-0.187,-0.112,-0.094
2.02,-0.067,-0.083,-0.017,0.075,-0.025,-0.05,0.069,0.062,0.095,-0.162,-0.1,-0.087
2.03,-0.062,-0.067,-0.006,0.065,-0.028,-0.036,0.071,0.086,0.132,-0.145,-0.085,-0.079
2.04,-0.041,-0.05,-0.009,0.046,-0.016,-0.029,0.069,0.108,0.193,-0.094,-0.061,-0.067
2.05,-0.007,-0.003,0.004,0.005,-0.006,0.001,0.071,0.154,0.255,-0.065,-0.038,-0.047
2.06,0.0,0.04,0.04,-0.021,-0.02,0.04,0.07,0.194,0.343,-0.007,-0.001,-0.029
2.07,-0.006,0.054,0.061,-0.024,-0.034,0.058,0.07,0.269,0.458,0.055,0.04,0.006
2.08,0.033,0.071,0.038,-0.052,-0.003,0.054,0.082,0.379,0.614,0.165,0.12,0.069
2.09,0.092,0.125,0.033,-0.109,0.029,0.079,0.075,0.488,0.768,0.273,0.192,0.122
2.1,0.137,0.236,0.098,-0.187,0.019,0.167,0.041,0.584,0.902,0.387,0.274,0.183
2.11,0.197,0.33,0.133,-0.264,0.032,0.231,-0.006,0.661,1.019,0.525,0.384,0.27
2.12,0.247,0.369,0.122,-0.309,0.062,0.246,-0.051,0.682,1.078,0.653,0.501,0.377
2.13,0.287,0.411,0.125,-0.349,0.081,0.268,-0.102,0.653,1.065,0.729,0.579,0.449
2.14,0.284,0.434,0.15,-0.359,0.067,0.292,-0.151,0.589,0.989,0.727,0.599,0.468
2.15,0.257,0.401,0.145,-0.329,0.056,0.273,-0.167,0.484,0.851,0.697,0.588,0.461
2.16,0.229,0.323,0.094,-0.276,0.068,0.208,-0.155,0.37,0.685,0.613,0.523,0.412
2.17,0.169,0.184,0.015,-0.177,0.077,0.099,-0.099,0.286,0.519,0.468,0.421,0.332
2.18,0.093,0.039,-0.054,-0.066,0.073,-0.007,-0.04,0.219,0.365,0.322,0.306,0.242
2.19,0.03,-0.074,-0.104,0.022,0.068,-0.089,-0.002,0.148,0.231,0.182,0.191,0.152
2.2,-0.002,-0.167,-0.165,0.085,0.082,-0.166,0.045,0.097,0.134,0.083,0.113,0.088
2.21,-0.037,-0.216,-0.179,0.127,0.071,-0.197,0.071,0.073,0.056,0.001,0.052,0.04
2.22,-0.053,-0.275,-0.222,0.165,0.085,-0.248,0.093,0.057,0.016,-0.046,0.024,0.018
2.23,-0.055,-0.345,-0.29,0.201,0.118,-0.318,0.114,0.053,0.006,-0.05,0.017,0.021
2.24,-0.056,-0.352,-0.296,0.204,0.12,-0.323,0.107,0.056,-0.008,-0.066,0.003,0.018
2.25,-0.054,-0.347,-0.293,0.201,0.119,-0.32,0.114,0.055,-0.01,-0.072,-0.002,0.015
2.26,-0.06,-0.354,-0.293,0.207,0.117,-0.323,0.114,0.06,-0.013,-0.07,-0.01,0.015
2.27,-0.059,-0.343,-0.285,0.201,0.113,-0.314,0.122,0.06,-0.016,-0.07,-0.014,0.018
2.28,-0.051,-0.359,-0.308,0.205,0.129,-0.333,0.145,0.06,-0.004,-0.07,-0.008,0.032
2.29,-0.044,-0.39,-0.345,0.217,0.15,-0.367,0.145,0.071,0.01,-0.07,-0.001,0.041
2.3,-0.043,-0.393,-0.35,0.218,0.154,-0.371,0.147,0.069,0.018,-0.07,0.006,0.044
2.31,-0.039,-0.392,-0.352,0.216,0.157,-0.372,0.155,0.07,0.014,-0.075,0.012,0.049
2.32,-0.05,-0.408,-0.358,0.229,0.155,-0.383,0.165,0.08,0.012,-0.075,0.019,0.048
2.33,-0.034,-0.415,-0.38,0.225,0.173,-0.397,0.166,0.073,0.008,-0.076,0.016,0.042
2.34,-0.027,-0.421,-0.394,0.225,0.184,-0.407,0.161,0.069,0.005,-0.081,0.009,0.037
2.35,-0.05,-0.428,-0.378,0.239,0.164,-0.403,0.16,0.063,0.005,-0.079,0.005,0.033
2.36,-0.038,-0.407,-0.369,0.223,0.166,-0.388,0.155,0.057,-0.007,-0.084,-0.001,0.029
2.37,-0.043,-0.398,-0.355,0.221,0.157,-0.376,0.155,0.053,-0.023,-0.098,-0.006,0.024
2.38,-0.056,-0.394,-0.338,0.225,0.142,-0.366,0.15,0.042,-0.044,-0.107,-0.011,0.02
2.39,-0.038,-0.391,-0.354,0.215,0.158,-0.372,0.143,0.033,-0.056,-0.114,-0.019,0.015
2.4,-0.034,-0.378,-0.344,0.207,0.155,-0.361,0.139,0.013,-0.065,-0.122,-0.027,0.01
2.41,-0.036,-0.348,-0.312,0.192,0.138,-0.33,0.132,-0.008,-0.082,-0.136,-0.035,0.007
2.42,-0.023,-0.332,-0.309,0.178,0.143,-0.32,0.128,-0.021,-0.094,-0.142,-0.043,0.001
2.43,-0.022,-0.32,-0.298,0.171,0.138,-0.309,0.122,-0.027,-0.104,-0.136,-0.042,0.002
2.44,-0.04,-0.326,-0.286,0.183,0.123,-0.306,0.12,-0.023,-0.101,-0.134,-0.034,0.009
2.45,-0.058,-0.328,-0.27,0.193,0.106,-0.298,0.12,-0.037,-0.094,-0.129,-0.028,0.013
2.46,-0.051,-0.338,-0.287,0.195,0.118,-0.312,0.119,-0.035,-0.091,-0.125,-0.021,0.019
2.47,-0.033,-0.396,-0.364,0.215,0.166,-0.38,0.14,-0.015,-0.084,-0.125,-0.014,0.025
2.48,-0.042,-0.428,-0.386,0.235,0.172,-0.407,0.152,-0.01,-0.079,-0.125,-0.009,0.03
2.49,-0.048,-0.421,-0.373,0.235,0.163,-0.397,0.149,-0.002,-0.073,-0.125,-0.003,0.035
2.5,-0.04,-0.441,-0.402,0.241,0.181,-0.421,0.151,0.004,-0.071,-0.125,0.002,0.035
2.51,-0.064,-0.47,-0.405,0.267,0.171,-0.437,0.15,0.011,-0.068,-0.125,0.009,0.035
2.52,-0.077,-0.468,-0.39,0.273,0.157,-0.429,0.15,0.014,-0.072,-0.124,0.005,0.035
2.53,-0.063,-0.443,-0.38,0.253,0.159,-0.411,0.15,0.007,-0.084,-0.12,-0.005,0.035
2.54,-0.067,-0.421,-0.354,0.244,0.144,-0.387,0.15,0.003,-0.078,-0.115,-0.015,0.035
2.55,-0.073,-0.435,-0.362,0.255,0.145,-0.398,0.15,-0.003,-0.07,-0.11,-0.023,0.035
2.56,-0.071,-0.471,-0.4,0.271,0.165,-0.435,0.148,-0.009,-0.066,-0.108,-0.018,0.031
2.57,-0.06,-0.487,-0.428,0.274,0.184,-0.457,0.14,-0.015,-0.056,-0.099,-0.012,0.026
2.58,-0.043,-0.471,-0.428,0.258,0.192,-0.449,0.135,-0.01,-0.063,-0.109,-0.007,0.023
2.59,-0.064,-0.419,-0.355,0.242,0.146,-0.387,0.126,-0.007,-0.076,-0.126,-0.009,0.02
2.6,-0.057,-0.354,-0.298,0.206,0.121,-0.326,0.122,-0.017,-0.071,-0.119,-0.019,0.015
2.61,-0.045,-0.339,-0.294,0.192,0.124,-0.316,0.113,-0.018,-0.062,-0.11,-0.023,0.018
2.62,-0.041,-0.323,-0.282,0.182,0.121,-0.302,0.111,-0.006,-0.059,-0.104,-0.019,0.026
2.63,0.003,-0.273,-0.276,0.136,0.14,-0.274,0.146,0.009,-0.049,-0.094,-0.001,0.035
2.64,-0.009,-0.262,-0.253,0.136,0.122,-0.258,0.148,0.021,-0.037,-0.08,0.031,0.059
2.65,0.001,-0.249,-0.249,0.124,0.125,-0.249,0.129,0.04,-0.004,-0.056,0.045,0.08
2.66,0.051,-0.274,-0.325,0.112,0.188,-0.299,0.125,0.045,0.009,-0.052,0.034,0.079
2.67,0.055,-0.344,-0.399,0.145,0.227,-0.371,0.117,-0.01,-0.047,-0.075,0.028,0.073
2.68,0.032,-0.36,-0.393,0.164,0.213,-0.376,0.122,-0.025,-0.066,-0.098,0.017,0.061
2.69,-0.02,-0.349,-0.329,0.185,0.155,-0.339,0.119,-0.03,-0.075,-0.108,0.002,0.026
2.7,-0.039,-0.357,-0.319,0.198,0.14,-0.338,0.119,-0.041,-0.099,-0.134,-0.031,-0.006
2.71,-0.032,-0.343,-0.311,0.188,0.14,-0.327,0.123,-0.048,-0.106,-0.169,-0.056,-0.005
2.72,-0.041,-0.355,-0.315,0.198,0.137,-0.335,0.12,-0.081,-0.107,-0.147,-0.057,-0.01
2.73,-0.051,-0.352,-0.301,0.202,0.125,-0.326,0.133,-0.039,-0.1,-0.185,-0.07,-0.015
2.74,-0.064,-0.352,-0.288,0.209,0.112,-0.32,0.111,-0.077,-0.118,-0.146,-0.054,-0.015
2.75,-0.046,-0.372,-0.325,0.209,0.14,-0.348,0.228,0.217,0.075,-0.191,-0.128,-0.092
2.76,0.053,-0.247,-0.3,0.097,0.177,-0.273,0.417,0.862,0.692,0.031,-0.038,-0.052
2.77,0.339,0.123,-0.216,-0.23,0.277,-0.047,0.299,1.105,1.259,0.714,0.563,0.429
2.78,0.474,0.932,0.458,-0.703,0.007,0.695,-0.092,0.104,1.129,2.079,1.726,1.326
2.79,0.087,1.034,0.946,-0.561,-0.43,0.99,-0.391,-1.65,-0.159,2.677,1.918,1.437
2.8,-0.416,0.044,0.46,0.186,-0.438,0.251,-0.457,-1.982,-1.982,-0.054,0.108,0.271
2.81,-0.501,-0.562,-0.061,0.532,-0.22,-0.312,-0.504,-1.35,-2.211,-1.813,-0.968,-0.492
2.82,-0.24,-0.526,-0.286,0.383,0.024,-0.406,-0.351,-0.709,-1.068,-0.923,-0.598,-0.379
2.83,-0.085,-0.334,-0.25,0.21,0.083,-0.292,-0.029,-0.083,-0.304,-0.457,-0.283,-0.175
2.84,-0.079,-0.275,-0.196,0.178,0.058,-0.235,0.094,0.034,-0.034,-0.219,-0.117,-0.081
2.85,-0.05,-0.314,-0.264,0.182,0.107,-0.288,0.138,0.065,0.039,-0.184,-0.096,-0.051
2.86,-0.051,-0.352,-0.301,0.202,0.125,-0.327,0.172,0.117,0.099,-0.134,-0.049,-0.01
2.87,-0.047,-0.37,-0.323,0.209,0.139,-0.346,0.181,0.13,0.137,-0.083,-0.017,0.003
2.88,-0.025,-0.356,-0.331,0.191,0.153,-0.343,0.192,0.156,0.17,-0.091,-0.016,0.02
2.89,-0.041,-0.355,-0.314,0.198,0.137,-0.334,0.192,0.156,0.199,-0.039,0.002,0.026
2.9,-0.021,-0.37,-0.349,0.196,0.164,-0.359,0.2,0.204,0.247,-0.019,0.031,0.046
2.91,0.01,-0.386,-0.396,0.188,0.203,-0.391,0.199,0.245,0.321,0.046,0.074,0.083
2.92,0.018,-0.351,-0.369,0.166,0.194,-0.36,0.196,0.274,0.369,0.062,0.086,0.088
2.93,0.04,-0.319,-0.359,0.14,0.2,-0.339,0.193,0.318,0.457,0.123,0.127,0.118
2.94,0.061,-0.281,-0.342,0.111,0.202,-0.312,0.188,0.385,0.565,0.182,0.162,0.145
2.95,0.081,-0.226,-0.307,0.073,0.194,-0.266,0.186,0.462,0.685,0.247,0.203,0.173
2.96,0.101,-0.161,-0.261,0.03,0.181,-0.21,0.174,0.561,0.827,0.341,0.266,0.216
2.97,0.163,-0.054,-0.217,-0.054,0.19,-0.136,0.15,0.673,0.974,0.455,0.349,0.278
2.98,0.222,0.039,-0.182,-0.13,0.202,-0.071,0.117,0.767,1.107,0.59,0.45,0.361
2.99,0.265,0.082,-0.183,-0.173,0.223,-0.05,0.072,0.813,1.186,0.72,0.559,0.453
3.0,0.314,0.147,-0.167,-0.23,0.24,-0.01,0.01,0.79,1.181,0.817,0.66,0.545
3.01,0.334,0.232,-0.102,-0.283,0.218,0.065,-0.06,0.723,1.12,0.831,0.69,0.577
3.02,0.338,0.245,-0.093,-0.291,0.215,0.076,-0.106,0.62,0.998,0.803,0.672,0.567
3.03,0.289,0.187,-0.102,-0.238,0.196,0.042,-0.102,0.498,0.841,0.739,0.634,0.536
3.04,0.221,0.083,-0.139,-0.152,0.18,-0.028,-0.061,0.396,0.668,0.609,0.537,0.454
3.05,0.155,-0.031,-0.186,-0.061,0.171,-0.108,-0.01,0.314,0.497,0.454,0.407,0.351
3.06,0.097,-0.108,-0.205,0.005,0.151,-0.156,0.034,0.231,0.346,0.303,0.284,0.253
3.07,0.058,-0.17,-0.228,0.057,0.143,-0.199,0.06,0.163,0.218,0.177,0.178,0.173
3.08,0.009,-0.241,-0.25,0.116,0.13,-0.246,0.087,0.119,0.139,0.093,0.114,0.118
3.09,-0.002,-0.293,-0.291,0.148,0.145,-0.292,0.116,0.097,0.088,0.035,0.076,0.091
3.1,-0.008,-0.313,-0.305,0.161,0.149,-0.309,0.125,0.095,0.055,-0.004,0.046,0.083
3.11,-0.036,-0.352,-0.315,0.194,0.14,-0.333,0.13,0.088,0.049,-0.016,0.032,0.072
3.12,-0.026,-0.379,-0.353,0.202,0.164,-0.366,0.139,0.083,0.05,-0.017,0.027,0.063
3.13,-0.014,-0.37,-0.355,0.192,0.171,-0.362,0.147,0.076,0.05,-0.02,0.025,0.056
3.14,-0.022,-0.367,-0.345,0.195,0.162,-0.356,0.149,0.078,0.05,-0.025,0.02,0.051
3.15,-0.022,-0.361,-0.338,0.192,0.158,-0.349,0.146,0.091,0.05,-0.033,0.017,0.046
3.16,-0.025,-0.354,-0.33,0.19,0.153,-0.341,0.141,0.088,0.044,-0.039,0.013,0.04
3.17,-0.027,-0.351,-0.324,0.189,0.149,-0.337,0.139,0.082,0.037,-0.046,0.01,0.035
3.18,-0.028,-0.337,-0.309,0.183,0.141,-0.323,0.134,0.079,0.03,-0.051,0.01,0.031
3.19,-0.023,-0.322,-0.299,0.172,0.139,-0.31,0.131,0.073,0.024,-0.054,0.008,0.028
3.2,-0.042,-0.32,-0.277,0.181,0.117,-0.298,0.128,0.07,0.016,-0.062,0.004,0.025
3.21,-0.036,-0.32,-0.284,0.178,0.124,-0.302,0.124,0.063,0.005,-0.079,0.006,0.022
3.22,-0.006,-0.32,-0.314,0.163,0.154,-0.317,0.126,0.055,-0.007,-0.08,0.0,0.02
3.23,-0.017,-0.32,-0.303,0.169,0.143,-0.311,0.121,0.049,-0.018,-0.08,-0.011,0.018
3.24,-0.021,-0.32,-0.298,0.171,0.139,-0.309,0.12,0.042,-0.027,-0.096,-0.018,0.012
3.25,-0.02,-0.313,-0.294,0.167,0.137,-0.304,0.12,0.033,-0.054,-0.114,-0.037,0.007
3.26,-0.018,-0.303,-0.285,0.16,0.134,-0.293,0.113,0.022,-0.074,-0.116,-0.047,0.004
3.27,-0.013,-0.297,-0.285,0.155,0.136,-0.291,0.104,0.013,-0.072,-0.114,-0.047,-0.001
3.28,-0.019,-0.281,-0.263,0.15,0.122,-0.272,0.095,-0.009,-0.083,-0.134,-0.052,-0.005
3.29,-0.03,-0.259,-0.228,0.144,0.099,-0.243,0.087,-0.032,-0.109,-0.153,-0.067,-0.014
3.3,-0.055,-0.237,-0.182,0.146,0.064,-0.209,0.066,-0.031,-0.116,-0.157,-0.079,-0.028
3.31,-0.06,-0.271,-0.211,0.166,0.076,-0.241,0.087,-0.03,-0.11,-0.145,-0.063,-0.035
3.32,-0.026,-0.319,-0.294,0.173,0.134,-0.306,0.113,-0.03,-0.108,-0.137,-0.049,-0.035
3.33,-0.019,-0.307,-0.287,0.163,0.134,-0.297,0.101,-0.03,-0.103,-0.143,-0.051,-0.035
3.34,-0.038,-0.294,-0.255,0.166,0.109,-0.274,0.096,-0.03,-0.1,-0.143,-0.049,-0.035
3.35,-0.04,-0.279,-0.24,0.16,0.1,-0.26,0.089,-0.032,-0.104,-0.15,-0.052,-0.035
3.36,-0.028,-0.251,-0.223,0.14,0.098,-0.237,0.082,-0.043,-0.118,-0.162,-0.07,-0.035
3.37,-0.015,-0.224,-0.209,0.119,0.098,-0.217,0.078,-0.049,-0.13,-0.168,-0.088,-0.04
3.38,-0.008,-0.206,-0.198,0.107,0.095,-0.202,0.073,-0.052,-0.139,-0.17,-0.104,-0.039
3.39,0.001,-0.196,-0.197,0.098,0.099,-0.196,0.07,-0.054,-0.142,-0.17,-0.106,-0.047
3.4,-0.03,-0.184,-0.155,0.107,0.063,-0.169,0.066,-0.059,-0.151,-0.186,-0.103,-0.059
3.41,-0.078,-0.175,-0.097,0.127,0.01,-0.136,0.062,-0.066,-0.17,-0.196,-0.112,-0.066
3.42,-0.054,-0.167,-0.113,0.111,0.029,-0.14,0.06,-0.065,-0.17,-0.195,-0.121,-0.075
3.43,-0.024,-0.171,-0.146,0.098,0.061,-0.158,0.052,-0.068,-0.17,-0.195,-0.12,-0.078
3.44,-0.038,-0.164,-0.127,0.101,0.045,-0.145,0.043,-0.071,-0.17,-0.196,-0.121,-0.08
3.45,-0.021,-0.139,-0.118,0.08,0.049,-0.129,0.034,-0.069,-0.17,-0.195,-0.121,-0.085
3.46,-0.011,-0.077,-0.066,0.044,0.028,-0.071,0.026,-0.073,-0.169,-0.196,-0.119,-0.084
3.47,-0.014,0.014,0.028,0.0,-0.022,0.021,0.018,-0.079,-0.17,-0.204,-0.128,-0.093
3.48,0.013,0.043,0.03,-0.028,-0.009,0.036,0.024,-0.085,-0.176,-0.202,-0.127,-0.095
3.49,0.033,0.105,0.072,-0.069,-0.02,0.088,0.035,-0.085,-0.167,-0.194,-0.115,-0.08
3.5,0.063,0.205,0.142,-0.134,-0.04,0.173,0.025,-0.085,-0.159,-0.193,-0.11,-0.072
3.51,0.079,0.2,0.121,-0.139,-0.022,0.16,0.007,-0.085,-0.135,-0.193,-0.098,-0.059
3.52,0.074,0.182,0.108,-0.128,-0.017,0.145,-0.034,-0.091,-0.138,-0.206,-0.106,-0.072
3.53,0.055,0.146,0.091,-0.101,-0.018,0.118,-0.063,-0.133,-0.185,-0.205,-0.121,-0.089
3.54,0.031,0.092,0.061,-0.062,-0.015,0.076,-0.041,-0.129,-0.197,-0.219,-0.135,-0.095
3.55,0.004,0.066,0.062,-0.035,-0.03,0.064,-0.012,-0.127,-0.204,-0.232,-0.153,-0.115
3.56,-0.031,-0.001,0.029,0.016,-0.03,0.014,0.016,-0.121,-0.206,-0.244,-0.162,-0.125
3.57,-0.063,-0.009,0.054,0.036,-0.058,0.022,0.022,-0.107,-0.217,-0.262,-0.159,-0.12
3.58,-0.056,-0.046,0.01,0.051,-0.032,-0.018,0.023,-0.118,-0.206,-0.228,-0.15,-0.118
3.59,-0.045,-0.064,-0.019,0.055,-0.013,-0.041,0.044,-0.078,-0.199,-0.259,-0.157,-0.117
3.6,-0.052,-0.082,-0.03,0.068,-0.011,-0.056,0.023,-0.138,-0.2,-0.204,-0.142,-0.109
3.61,-0.013,-0.133,-0.12,0.073,0.054,-0.126,0.171,0.201,0.037,-0.243,-0.22,-0.182
3.62,0.068,-0.034,-0.102,-0.017,0.085,-0.068,0.356,0.793,0.626,0.003,-0.115,-0.143
3.63,0.345,0.345,0.0,-0.345,0.172,0.172,0.213,0.94,1.147,0.703,0.532,0.387
3.64,0.425,1.169,0.744,-0.797,-0.159,0.956,-0.178,0.022,1.016,2.066,1.635,1.224
3.65,-0.002,1.139,1.141,-0.568,-0.572,1.14,-0.387,-1.543,-0.233,2.49,1.638,1.169
3.66,-0.465,0.148,0.612,0.158,-0.539,0.379,-0.346,-1.812,-2.01,-0.294,-0.159,0.016
3.67,-0.506,-0.357,0.149,0.431,-0.327,-0.103,-0.476,-1.269,-2.22,-1.83,-1.051,-0.613
3.68,-0.245,-0.368,-0.122,0.307,-0.061,-0.245,-0.384,-0.696,-1.139,-0.948,-0.65,-0.454
3.69,-0.095,-0.168,-0.073,0.131,-0.01,-0.12,-0.067,-0.114,-0.416,-0.511,-0.363,-0.262
3.7,-0.047,-0.065,-0.017,0.056,-0.015,-0.041,0.024,-0.013,-0.137,-0.252,-0.209,-0.167
3.71,-0.045,-0.045,0.0,0.045,-0.022,-0.022,0.043,-0.013,-0.101,-0.251,-0.203,-0.16
3.72,-0.04,0.011,0.05,0.014,-0.045,0.03,0.036,0.002,-0.06,-0.213,-0.172,-0.152
3.73,-0.017,0.033,0.05,-0.008,-0.034,0.041,0.033,0.002,-0.036,-0.187,-0.169,-0.146
3.74,-0.012,0.077,0.089,-0.033,-0.051,0.083,0.031,0.016,-0.017,-0.194,-0.167,-0.143
3.75,-0.009,0.095,0.104,-0.043,-0.057,0.099,0.024,0.02,0.013,-0.154,-0.154,-0.131
3.76,-0.007,0.124,0.131,-0.059,-0.069,0.127,0.024,0.034,0.03,-0.161,-0.158,-0.119
3.77,0.021,0.151,0.13,-0.086,-0.054,0.14,0.016,0.049,0.085,-0.114,-0.117,-0.104
3.78,0.037,0.174,0.137,-0.106,-0.05,0.155,0.013,0.087,0.139,-0.091,-0.094,-0.089
3.79,0.044,0.225,0.182,-0.135,-0.069,0.203,0.008,0.115,0.213,-0.037,-0.072,-0.068
3.8,0.066,0.257,0.191,-0.161,-0.063,0.224,0.003,0.174,0.31,0.018,-0.037,-0.04
3.81,0.095,0.285,0.19,-0.19,-0.048,0.238,0.0,0.258,0.436,0.101,0.018,0.003
3.82,0.116,0.312,0.196,-0.215,-0.04,0.254,0.005,0.366,0.599,0.218,0.101,0.061
3.83,0.169,0.364,0.195,-0.267,-0.013,0.28,0.0,0.472,0.745,0.342,0.193,0.123
3.84,0.236,0.448,0.212,-0.342,0.012,0.33,-0.026,0.567,0.885,0.486,0.309,0.216
3.85,0.265,0.47,0.205,-0.368,0.03,0.337,-0.069,0.628,0.976,0.636,0.446,0.329
3.86,0.316,0.53,0.214,-0.424,0.051,0.372,-0.131,0.606,0.968,0.72,0.519,0.393
3.87,0.337,0.611,0.275,-0.474,0.031,0.443,-0.201,0.543,0.912,0.734,0.537,0.417
3.88,0.302,0.597,0.296,-0.45,0.003,0.446,-0.228,0.453,0.799,0.715,0.531,0.421
3.89,0.283,0.536,0.252,-0.409,0.015,0.393,-0.208,0.358,0.653,0.647,0.489,0.396
3.9,0.228,0.412,0.184,-0.321,0.022,0.298,-0.159,0.277,0.493,0.513,0.392,0.319
3.91,0.14,0.29,0.151,-0.215,-0.006,0.22,-0.113,0.201,0.326,0.349,0.259,0.21
3.92,0.098,0.232,0.134,-0.165,-0.018,0.183,-0.086,0.119,0.171,0.198,0.14,0.113
3.93,0.07,0.172,0.102,-0.122,-0.016,0.137,-0.055,0.05,0.051,0.068,0.039,0.037
3.94,0.026,0.12,0.094,-0.073,-0.035,0.107,-0.026,0.001,-0.025,-0.022,-0.031,-0.023
3.95,0.012,0.107,0.095,-0.06,-0.042,0.101,-0.004,-0.03,-0.09,-0.087,-0.078,-0.058
3.96,0.008,0.1,0.092,-0.054,-0.042,0.096,0.001,-0.05,-0.135,-0.131,-0.107,-0.079
3.97,0.001,0.09,0.09,-0.046,-0.045,0.09,0.003,-0.07,-0.15,-0.154,-0.133,-0.102
